Visitantes,Dia,Mes,Ano,Day of the week,COVID,Season,Event,Total Turistas
300,4,1,2022,Tuesday,1,Winter,1,8204.870967741936
186,5,1,2022,Wednesday,1,Winter,1,8204.870967741936
225,6,1,2022,Thursday,1,Winter,1,8204.870967741936
241,7,1,2022,Friday,1,Winter,1,8204.870967741936
277,8,1,2022,Saturday,1,Winter,1,8204.870967741936
197,9,1,2022,Sunday,1,Winter,1,8204.870967741936
265,10,1,2022,Monday,1,Winter,1,8204.870967741936
250,11,1,2022,Tuesday,1,Winter,1,8204.870967741936
234,12,1,2022,Wednesday,1,Winter,1,8204.870967741936
218,13,1,2022,Thursday,1,Winter,1,8204.870967741936
269,14,1,2022,Friday,1,Winter,1,8204.870967741936
428,15,1,2022,Saturday,1,Winter,1,8204.870967741936
235,16,1,2022,Sunday,1,Winter,1,8204.870967741936
179,17,1,2022,Monday,1,Winter,1,8204.870967741936
206,18,1,2022,Tuesday,1,Winter,1,8204.870967741936
215,19,1,2022,Wednesday,1,Winter,1,8204.870967741936
195,20,1,2022,Thursday,1,Winter,1,8204.870967741936
226,21,1,2022,Friday,1,Winter,1,8204.870967741936
469,22,1,2022,Saturday,1,Winter,1,8204.870967741936
350,23,1,2022,Sunday,1,Winter,1,8204.870967741936
220,24,1,2022,Monday,1,Winter,1,8204.870967741936
279,25,1,2022,Tuesday,1,Winter,1,8204.870967741936
203,26,1,2022,Wednesday,1,Winter,1,8204.870967741936
237,27,1,2022,Thursday,1,Winter,1,8204.870967741936
234,28,1,2022,Friday,1,Winter,1,8204.870967741936
485,29,1,2022,Saturday,1,Winter,1,8204.870967741936
356,30,1,2022,Sunday,1,Winter,1,8204.870967741936
274,31,1,2022,Monday,1,Winter,1,8204.870967741936
245,1,2,2022,Tuesday,1,Winter,0,13720.392857142857
217,2,2,2022,Wednesday,1,Winter,0,13720.392857142857
288,3,2,2022,Thursday,1,Winter,0,13720.392857142857
278,4,2,2022,Friday,1,Winter,0,13720.392857142857
498,5,2,2022,Saturday,1,Winter,0,13720.392857142857
346,6,2,2022,Sunday,1,Winter,0,13720.392857142857
315,7,2,2022,Monday,1,Winter,0,13720.392857142857
214,8,2,2022,Tuesday,1,Winter,0,13720.392857142857
230,9,2,2022,Wednesday,1,Winter,0,13720.392857142857
330,10,2,2022,Thursday,1,Winter,0,13720.392857142857
306,11,2,2022,Friday,1,Winter,0,13720.392857142857
483,12,2,2022,Saturday,1,Winter,0,13720.392857142857
319,13,2,2022,Sunday,1,Winter,0,13720.392857142857
415,14,2,2022,Monday,1,Winter,0,13720.392857142857
398,15,2,2022,Tuesday,1,Winter,0,13720.392857142857
337,16,2,2022,Wednesday,1,Winter,0,13720.392857142857
341,17,2,2022,Thursday,1,Winter,0,13720.392857142857
375,18,2,2022,Friday,1,Winter,0,13720.392857142857
627,19,2,2022,Saturday,1,Winter,0,13720.392857142857
368,20,2,2022,Sunday,1,Winter,0,13720.392857142857
386,21,2,2022,Monday,1,Winter,0,13720.392857142857
375,22,2,2022,Tuesday,1,Winter,0,13720.392857142857
287,23,2,2022,Wednesday,1,Winter,0,13720.392857142857
366,24,2,2022,Thursday,1,Winter,0,13720.392857142857
303,25,2,2022,Friday,1,Winter,0,13720.392857142857
637,26,2,2022,Saturday,1,Winter,0,13720.392857142857
536,27,2,2022,Sunday,1,Winter,0,13720.392857142857
528,28,2,2022,Monday,1,Winter,0,13720.392857142857
460,1,3,2022,Tuesday,1,Winter,0,16534.967741935485
405,2,3,2022,Wednesday,1,Winter,0,16534.967741935485
316,3,3,2022,Thursday,1,Winter,0,16534.967741935485
324,4,3,2022,Friday,1,Winter,0,16534.967741935485
467,5,3,2022,Saturday,1,Winter,0,16534.967741935485
325,6,3,2022,Sunday,1,Winter,0,16534.967741935485
329,7,3,2022,Monday,1,Winter,0,16534.967741935485
248,8,3,2022,Tuesday,1,Winter,0,16534.967741935485
261,9,3,2022,Wednesday,1,Winter,0,16534.967741935485
278,10,3,2022,Thursday,1,Winter,0,16534.967741935485
303,11,3,2022,Friday,1,Winter,0,16534.967741935485
320,12,3,2022,Saturday,1,Winter,0,16534.967741935485
372,13,3,2022,Sunday,1,Winter,0,16534.967741935485
442,14,3,2022,Monday,1,Winter,0,16534.967741935485
321,15,3,2022,Tuesday,1,Winter,0,16534.967741935485
331,16,3,2022,Wednesday,1,Winter,0,16534.967741935485
330,17,3,2022,Thursday,1,Winter,0,16534.967741935485
299,18,3,2022,Friday,1,Winter,0,16534.967741935485
663,19,3,2022,Saturday,1,Winter,0,16534.967741935485
265,20,3,2022,Sunday,1,Spring,0,16534.967741935485
321,21,3,2022,Monday,1,Spring,0,16534.967741935485
280,22,3,2022,Tuesday,1,Spring,0,16534.967741935485
246,23,3,2022,Wednesday,1,Spring,0,16534.967741935485
381,24,3,2022,Thursday,1,Spring,0,16534.967741935485
392,25,3,2022,Friday,1,Spring,0,16534.967741935485
509,26,3,2022,Saturday,1,Spring,0,16534.967741935485
315,27,3,2022,Sunday,1,Spring,0,16534.967741935485
403,28,3,2022,Monday,1,Spring,0,16534.967741935485
324,29,3,2022,Tuesday,1,Spring,0,16534.967741935485
360,30,3,2022,Wednesday,1,Spring,0,16534.967741935485
475,31,3,2022,Thursday,1,Spring,0,16534.967741935485
512,1,4,2022,Friday,1,Spring,0,22441.566666666666
619,2,4,2022,Saturday,1,Spring,0,22441.566666666666
514,3,4,2022,Sunday,1,Spring,0,22441.566666666666
528,4,4,2022,Monday,1,Spring,0,22441.566666666666
573,5,4,2022,Tuesday,1,Spring,0,22441.566666666666
362,6,4,2022,Wednesday,1,Spring,0,22441.566666666666
464,7,4,2022,Thursday,1,Spring,0,22441.566666666666
530,8,4,2022,Friday,1,Spring,0,22441.566666666666
696,9,4,2022,Saturday,1,Spring,0,22441.566666666666
536,10,4,2022,Sunday,1,Spring,1,22441.566666666666
778,11,4,2022,Monday,1,Spring,1,22441.566666666666
740,12,4,2022,Tuesday,1,Spring,1,22441.566666666666
692,13,4,2022,Wednesday,1,Spring,1,22441.566666666666
863,14,4,2022,Thursday,1,Spring,1,22441.566666666666
791,15,4,2022,Friday,1,Spring,1,22441.566666666666
934,16,4,2022,Saturday,1,Spring,1,22441.566666666666
752,17,4,2022,Sunday,1,Spring,0,22441.566666666666
629,18,4,2022,Monday,1,Spring,0,22441.566666666666
641,19,4,2022,Tuesday,1,Spring,0,22441.566666666666
530,20,4,2022,Wednesday,1,Spring,0,22441.566666666666
650,21,4,2022,Thursday,1,Spring,0,22441.566666666666
517,22,4,2022,Friday,1,Spring,0,22441.566666666666
757,23,4,2022,Saturday,1,Spring,0,22441.566666666666
684,24,4,2022,Sunday,1,Spring,0,22441.566666666666
650,25,4,2022,Monday,1,Spring,0,22441.566666666666
618,26,4,2022,Tuesday,1,Spring,0,22441.566666666666
558,27,4,2022,Wednesday,1,Spring,0,22441.566666666666
568,28,4,2022,Thursday,1,Spring,0,22441.566666666666
515,29,4,2022,Friday,1,Spring,0,22441.566666666666
671,30,4,2022,Saturday,1,Spring,0,22441.566666666666
688,1,5,2022,Sunday,1,Spring,0,23480.8064516129
682,2,5,2022,Monday,1,Spring,0,23480.8064516129
533,3,5,2022,Tuesday,1,Spring,0,23480.8064516129
459,4,5,2022,Wednesday,1,Spring,0,23480.8064516129
441,5,5,2022,Thursday,1,Spring,0,23480.8064516129
545,6,5,2022,Friday,1,Spring,0,23480.8064516129
709,7,5,2022,Saturday,1,Spring,0,23480.8064516129
436,8,5,2022,Sunday,1,Spring,0,23480.8064516129
427,9,5,2022,Monday,1,Spring,0,23480.8064516129
444,10,5,2022,Tuesday,1,Spring,0,23480.8064516129
351,11,5,2022,Wednesday,1,Spring,0,23480.8064516129
424,12,5,2022,Thursday,1,Spring,0,23480.8064516129
457,13,5,2022,Friday,1,Spring,0,23480.8064516129
617,14,5,2022,Saturday,1,Spring,0,23480.8064516129
556,15,5,2022,Sunday,1,Spring,0,23480.8064516129
550,16,5,2022,Monday,1,Spring,0,23480.8064516129
418,17,5,2022,Tuesday,1,Spring,0,23480.8064516129
405,18,5,2022,Wednesday,1,Spring,0,23480.8064516129
437,19,5,2022,Thursday,1,Spring,0,23480.8064516129
466,20,5,2022,Friday,1,Spring,0,23480.8064516129
706,21,5,2022,Saturday,1,Spring,0,23480.8064516129
602,22,5,2022,Sunday,1,Spring,0,23480.8064516129
601,23,5,2022,Monday,1,Spring,0,23480.8064516129
556,24,5,2022,Tuesday,1,Spring,0,23480.8064516129
581,25,5,2022,Wednesday,1,Spring,0,23480.8064516129
548,26,5,2022,Thursday,1,Spring,0,23480.8064516129
570,27,5,2022,Friday,1,Spring,0,23480.8064516129
750,28,5,2022,Saturday,1,Spring,0,23480.8064516129
566,29,5,2022,Sunday,1,Spring,0,23480.8064516129
597,30,5,2022,Monday,1,Spring,0,23480.8064516129
413,31,5,2022,Tuesday,1,Spring,0,23480.8064516129
514,1,6,2022,Wednesday,1,Spring,0,24732.533333333333
450,2,6,2022,Thursday,1,Spring,0,24732.533333333333
580,3,6,2022,Friday,1,Spring,0,24732.533333333333
679,4,6,2022,Saturday,1,Spring,0,24732.533333333333
611,5,6,2022,Sunday,1,Spring,1,24732.533333333333
560,6,6,2022,Monday,1,Spring,1,24732.533333333333
393,7,6,2022,Tuesday,1,Spring,1,24732.533333333333
524,8,6,2022,Wednesday,1,Spring,1,24732.533333333333
469,9,6,2022,Thursday,1,Spring,1,24732.533333333333
567,10,6,2022,Friday,1,Spring,1,24732.533333333333
568,11,6,2022,Saturday,1,Spring,1,24732.533333333333
372,12,6,2022,Sunday,1,Spring,1,24732.533333333333
600,13,6,2022,Monday,1,Spring,1,24732.533333333333
481,14,6,2022,Tuesday,1,Spring,1,24732.533333333333
537,15,6,2022,Wednesday,1,Spring,1,24732.533333333333
828,16,6,2022,Thursday,1,Spring,1,24732.533333333333
647,17,6,2022,Friday,1,Spring,1,24732.533333333333
728,18,6,2022,Saturday,1,Spring,1,24732.533333333333
567,19,6,2022,Sunday,1,Spring,1,24732.533333333333
572,20,6,2022,Monday,1,Spring,1,24732.533333333333
603,21,6,2022,Tuesday,1,Summer,1,24732.533333333333
584,22,6,2022,Wednesday,1,Summer,1,24732.533333333333
532,23,6,2022,Thursday,1,Summer,1,24732.533333333333
687,24,6,2022,Friday,1,Summer,1,24732.533333333333
952,25,6,2022,Saturday,1,Summer,1,24732.533333333333
1003,26,6,2022,Sunday,1,Summer,1,24732.533333333333
824,27,6,2022,Monday,1,Summer,1,24732.533333333333
717,28,6,2022,Tuesday,1,Summer,1,24732.533333333333
728,29,6,2022,Wednesday,1,Summer,1,24732.533333333333
700,30,6,2022,Thursday,1,Summer,0,24732.533333333333
760,1,7,2022,Friday,1,Summer,0,26236.612903225807
854,2,7,2022,Saturday,1,Summer,0,26236.612903225807
680,3,7,2022,Sunday,1,Summer,0,26236.612903225807
759,4,7,2022,Monday,1,Summer,0,26236.612903225807
809,5,7,2022,Tuesday,1,Summer,0,26236.612903225807
784,6,7,2022,Wednesday,1,Summer,0,26236.612903225807
458,7,7,2022,Thursday,1,Summer,0,26236.612903225807
889,11,7,2022,Monday,1,Summer,0,26236.612903225807
700,12,7,2022,Tuesday,1,Summer,0,26236.612903225807
723,13,7,2022,Wednesday,1,Summer,0,26236.612903225807
820,14,7,2022,Thursday,1,Summer,0,26236.612903225807
788,15,7,2022,Friday,1,Summer,0,26236.612903225807
809,16,7,2022,Saturday,1,Summer,0,26236.612903225807
825,17,7,2022,Sunday,1,Summer,0,26236.612903225807
1018,18,7,2022,Monday,1,Summer,0,26236.612903225807
861,19,7,2022,Tuesday,1,Summer,0,26236.612903225807
834,20,7,2022,Wednesday,1,Summer,0,26236.612903225807
896,21,7,2022,Thursday,1,Summer,0,26236.612903225807
889,22,7,2022,Friday,1,Summer,0,26236.612903225807
948,23,7,2022,Saturday,1,Summer,0,26236.612903225807
787,24,7,2022,Sunday,1,Summer,0,26236.612903225807
871,25,7,2022,Monday,1,Summer,0,26236.612903225807
1078,26,7,2022,Tuesday,1,Summer,0,26236.612903225807
1103,27,7,2022,Wednesday,1,Summer,0,26236.612903225807
864,28,7,2022,Thursday,1,Summer,0,26236.612903225807
879,29,7,2022,Friday,1,Summer,0,26236.612903225807
964,30,7,2022,Saturday,1,Summer,0,26236.612903225807
861,31,7,2022,Sunday,1,Summer,0,26236.612903225807
1101,1,8,2022,Monday,1,Summer,0,26653.67741935484
1111,2,8,2022,Tuesday,1,Summer,0,26653.67741935484
1061,3,8,2022,Wednesday,1,Summer,0,26653.67741935484
1342,4,8,2022,Thursday,1,Summer,0,26653.67741935484
1066,5,8,2022,Friday,1,Summer,0,26653.67741935484
1264,6,8,2022,Saturday,1,Summer,0,26653.67741935484
1091,7,8,2022,Sunday,1,Summer,0,26653.67741935484
1426,8,8,2022,Monday,1,Summer,0,26653.67741935484
1073,9,8,2022,Tuesday,1,Summer,0,26653.67741935484
1377,10,8,2022,Wednesday,1,Summer,0,26653.67741935484
1176,11,8,2022,Thursday,1,Summer,0,26653.67741935484
840,12,8,2022,Friday,1,Summer,0,26653.67741935484
969,13,8,2022,Saturday,1,Summer,0,26653.67741935484
1020,14,8,2022,Sunday,1,Summer,0,26653.67741935484
1191,15,8,2022,Monday,1,Summer,0,26653.67741935484
1280,16,8,2022,Tuesday,1,Summer,0,26653.67741935484
1225,17,8,2022,Wednesday,1,Summer,0,26653.67741935484
940,18,8,2022,Thursday,1,Summer,0,26653.67741935484
810,19,8,2022,Friday,1,Summer,0,26653.67741935484
887,20,8,2022,Saturday,1,Summer,0,26653.67741935484
783,21,8,2022,Sunday,1,Summer,0,26653.67741935484
813,22,8,2022,Monday,1,Summer,0,26653.67741935484
837,23,8,2022,Tuesday,1,Summer,0,26653.67741935484
973,24,8,2022,Wednesday,1,Summer,0,26653.67741935484
756,25,8,2022,Thursday,1,Summer,0,26653.67741935484
706,26,8,2022,Friday,1,Summer,0,26653.67741935484
723,27,8,2022,Saturday,1,Summer,0,26653.67741935484
638,28,8,2022,Sunday,1,Summer,0,26653.67741935484
726,29,8,2022,Monday,1,Summer,0,26653.67741935484
575,30,8,2022,Tuesday,1,Summer,0,26653.67741935484
647,31,8,2022,Wednesday,1,Summer,0,26653.67741935484
607,1,9,2022,Thursday,1,Summer,0,26742.63333333333
725,2,9,2022,Friday,1,Summer,0,26742.63333333333
759,3,9,2022,Saturday,1,Summer,0,26742.63333333333
618,4,9,2022,Sunday,1,Summer,0,26742.63333333333
684,5,9,2022,Monday,1,Summer,0,26742.63333333333
644,6,9,2022,Tuesday,1,Summer,0,26742.63333333333
717,7,9,2022,Wednesday,1,Summer,0,26742.63333333333
697,8,9,2022,Thursday,1,Summer,0,26742.63333333333
553,9,9,2022,Friday,1,Summer,0,26742.63333333333
588,10,9,2022,Saturday,1,Summer,0,26742.63333333333
605,11,9,2022,Sunday,1,Summer,0,26742.63333333333
639,12,9,2022,Monday,1,Summer,0,26742.63333333333
519,13,9,2022,Tuesday,1,Summer,0,26742.63333333333
497,14,9,2022,Wednesday,1,Summer,0,26742.63333333333
580,15,9,2022,Thursday,1,Summer,0,26742.63333333333
493,16,9,2022,Friday,1,Summer,0,26742.63333333333
664,17,9,2022,Saturday,1,Summer,0,26742.63333333333
620,18,9,2022,Sunday,1,Summer,0,26742.63333333333
560,19,9,2022,Monday,1,Summer,0,26742.63333333333
474,20,9,2022,Tuesday,1,Summer,0,26742.63333333333
429,21,9,2022,Wednesday,1,Summer,0,26742.63333333333
448,22,9,2022,Thursday,1,Autumn,0,26742.63333333333
520,23,9,2022,Friday,1,Autumn,0,26742.63333333333
764,24,9,2022,Saturday,1,Autumn,0,26742.63333333333
697,25,9,2022,Sunday,1,Autumn,0,26742.63333333333
499,26,9,2022,Monday,1,Autumn,0,26742.63333333333
628,27,9,2022,Tuesday,1,Autumn,0,26742.63333333333
528,28,9,2022,Wednesday,1,Autumn,0,26742.63333333333
457,29,9,2022,Thursday,1,Autumn,0,26742.63333333333
559,30,9,2022,Friday,1,Autumn,0,26742.63333333333
772,1,10,2022,Saturday,1,Autumn,0,24990.0
550,2,10,2022,Sunday,1,Autumn,0,24990.0
603,3,10,2022,Monday,1,Autumn,0,24990.0
493,4,10,2022,Tuesday,1,Autumn,0,24990.0
809,5,10,2022,Wednesday,1,Autumn,0,24990.0
551,6,10,2022,Thursday,1,Autumn,0,24990.0
601,7,10,2022,Friday,1,Autumn,0,24990.0
733,8,10,2022,Saturday,1,Autumn,0,24990.0
593,9,10,2022,Sunday,1,Autumn,0,24990.0
820,10,10,2022,Monday,1,Autumn,0,24990.0
839,11,10,2022,Tuesday,1,Autumn,0,24990.0
675,12,10,2022,Wednesday,1,Autumn,0,24990.0
582,13,10,2022,Thursday,1,Autumn,0,24990.0
558,14,10,2022,Friday,1,Autumn,0,24990.0
645,15,10,2022,Saturday,1,Autumn,0,24990.0
790,16,10,2022,Sunday,1,Autumn,0,24990.0
575,17,10,2022,Monday,1,Autumn,0,24990.0
649,18,10,2022,Tuesday,1,Autumn,0,24990.0
512,19,10,2022,Wednesday,1,Autumn,0,24990.0
483,20,10,2022,Thursday,1,Autumn,0,24990.0
611,21,10,2022,Friday,1,Autumn,0,24990.0
647,22,10,2022,Saturday,1,Autumn,0,24990.0
686,23,10,2022,Sunday,1,Autumn,0,24990.0
733,24,10,2022,Monday,1,Autumn,0,24990.0
564,25,10,2022,Tuesday,1,Autumn,0,24990.0
650,26,10,2022,Wednesday,1,Autumn,0,24990.0
529,27,10,2022,Thursday,1,Autumn,0,24990.0
636,28,10,2022,Friday,1,Autumn,0,24990.0
682,29,10,2022,Saturday,1,Autumn,0,24990.0
788,30,10,2022,Sunday,1,Autumn,0,24990.0
850,31,10,2022,Monday,1,Autumn,0,24990.0
709,1,11,2022,Tuesday,1,Autumn,0,20544.7
535,2,11,2022,Wednesday,1,Autumn,0,20544.7
400,3,11,2022,Thursday,1,Autumn,0,20544.7
552,4,11,2022,Friday,1,Autumn,0,20544.7
764,5,11,2022,Saturday,1,Autumn,0,20544.7
670,6,11,2022,Sunday,1,Autumn,0,20544.7
383,7,11,2022,Monday,1,Autumn,0,20544.7
376,8,11,2022,Tuesday,1,Autumn,0,20544.7
435,9,11,2022,Wednesday,1,Autumn,0,20544.7
449,10,11,2022,Thursday,1,Autumn,0,20544.7
502,11,11,2022,Friday,1,Autumn,0,20544.7
732,12,11,2022,Saturday,1,Autumn,0,20544.7
568,13,11,2022,Sunday,1,Autumn,0,20544.7
476,14,11,2022,Monday,1,Autumn,0,20544.7
374,15,11,2022,Tuesday,1,Autumn,1,20544.7
323,16,11,2022,Wednesday,1,Autumn,1,20544.7
355,17,11,2022,Thursday,1,Autumn,1,20544.7
526,18,11,2022,Friday,1,Autumn,1,20544.7
735,19,11,2022,Saturday,1,Autumn,1,20544.7
580,20,11,2022,Sunday,1,Autumn,1,20544.7
336,21,11,2022,Monday,1,Autumn,1,20544.7
356,22,11,2022,Tuesday,1,Autumn,1,20544.7
356,23,11,2022,Wednesday,1,Autumn,1,20544.7
321,24,11,2022,Thursday,1,Autumn,1,20544.7
1016,25,11,2022,Friday,1,Autumn,1,20544.7
1352,26,11,2022,Saturday,1,Autumn,1,20544.7
837,27,11,2022,Sunday,1,Autumn,1,20544.7
639,28,11,2022,Monday,1,Autumn,1,20544.7
341,29,11,2022,Tuesday,1,Autumn,1,20544.7
213,30,11,2022,Wednesday,1,Autumn,1,20544.7
768,1,12,2022,Thursday,1,Autumn,1,17330.41935483871
379,2,12,2022,Friday,1,Autumn,1,17330.41935483871
755,3,12,2022,Saturday,1,Autumn,1,17330.41935483871
657,4,12,2022,Sunday,1,Autumn,1,17330.41935483871
402,5,12,2022,Monday,1,Autumn,1,17330.41935483871
367,6,12,2022,Tuesday,1,Autumn,1,17330.41935483871
315,7,12,2022,Wednesday,1,Autumn,1,17330.41935483871
794,8,12,2022,Thursday,1,Autumn,1,17330.41935483871
581,9,12,2022,Friday,1,Autumn,1,17330.41935483871
582,10,12,2022,Saturday,1,Autumn,1,17330.41935483871
497,11,12,2022,Sunday,1,Autumn,1,17330.41935483871
218,12,12,2022,Monday,1,Autumn,1,17330.41935483871
220,13,12,2022,Tuesday,1,Autumn,1,17330.41935483871
210,14,12,2022,Wednesday,1,Autumn,1,17330.41935483871
468,15,12,2022,Thursday,1,Autumn,1,17330.41935483871
427,16,12,2022,Friday,1,Autumn,1,17330.41935483871
879,17,12,2022,Saturday,1,Autumn,1,17330.41935483871
589,18,12,2022,Sunday,1,Autumn,1,17330.41935483871
526,19,12,2022,Monday,1,Autumn,1,17330.41935483871
453,20,12,2022,Tuesday,1,Autumn,1,17330.41935483871
479,21,12,2022,Wednesday,1,Winter,1,17330.41935483871
582,22,12,2022,Thursday,1,Winter,1,17330.41935483871
707,23,12,2022,Friday,1,Winter,1,17330.41935483871
458,24,12,2022,Saturday,1,Winter,1,17330.41935483871
626,26,12,2022,Monday,1,Winter,1,17330.41935483871
1230,27,12,2022,Tuesday,1,Winter,1,17330.41935483871
1164,28,12,2022,Wednesday,1,Winter,1,17330.41935483871
1129,29,12,2022,Thursday,1,Winter,1,17330.41935483871
1050,30,12,2022,Friday,1,Winter,1,17330.41935483871
843,31,12,2022,Saturday,1,Winter,1,17330.41935483871
