Ano,Mes,Dia,Visitantes,COVID,Total Turistas,Season,Event
2018,12,14,145,0,15657.58064516129,Autumn,1
2018,12,15,144,0,15657.58064516129,Autumn,1
2018,12,17,131,0,15657.58064516129,Autumn,1
2018,12,18,355,0,15657.58064516129,Autumn,1
2018,12,20,1267,0,15657.58064516129,Autumn,1
2018,12,21,1264,0,15657.58064516129,Winter,1
2018,12,24,982,0,15657.58064516129,Winter,1
2018,12,27,1724,0,15657.58064516129,Winter,1
2018,12,30,1724,0,15657.58064516129,Winter,1
2018,12,31,1182,0,15657.58064516129,Winter,1
2019,1,2,1533,0,14818.709677419354,Winter,1
2019,1,3,1490,0,14818.709677419354,Winter,1
2019,1,4,1244,0,14818.709677419354,Winter,1
2019,1,5,1518,0,14818.709677419354,Winter,1
2019,1,6,813,0,14818.709677419354,Winter,1
2019,1,7,809,0,14818.709677419354,Winter,1
2019,1,8,679,0,14818.709677419354,Winter,1
2019,1,9,693,0,14818.709677419354,Winter,1
2019,1,10,694,0,14818.709677419354,Winter,1
2019,1,11,829,0,14818.709677419354,Winter,1
2019,1,12,1100,0,14818.709677419354,Winter,1
2019,1,13,940,0,14818.709677419354,Winter,1
2019,1,14,740,0,14818.709677419354,Winter,1
2019,1,15,563,0,14818.709677419354,Winter,1
2019,1,16,585,0,14818.709677419354,Winter,1
2019,1,17,651,0,14818.709677419354,Winter,1
2019,1,18,588,0,14818.709677419354,Winter,1
2019,1,19,572,0,14818.709677419354,Winter,1
2019,1,20,710,0,14818.709677419354,Winter,1
2019,1,21,734,0,14818.709677419354,Winter,1
2019,1,22,589,0,14818.709677419354,Winter,1
2019,1,23,507,0,14818.709677419354,Winter,1
2019,1,24,605,0,14818.709677419354,Winter,1
2019,1,25,734,0,14818.709677419354,Winter,1
2019,1,26,1240,0,14818.709677419354,Winter,1
2019,1,27,802,0,14818.709677419354,Winter,1
2019,1,28,713,0,14818.709677419354,Winter,1
2019,1,29,512,0,14818.709677419354,Winter,1
2019,1,30,433,0,14818.709677419354,Winter,1
2019,1,31,516,0,14818.709677419354,Winter,1
2019,2,1,685,0,16796.41379310345,Winter,0
2019,2,2,1033,0,16796.41379310345,Winter,0
2019,2,3,746,0,16796.41379310345,Winter,0
2019,2,4,721,0,16796.41379310345,Winter,0
2019,2,5,559,0,16796.41379310345,Winter,0
2019,2,6,610,0,16796.41379310345,Winter,0
2019,2,7,729,0,16796.41379310345,Winter,0
2019,2,8,836,0,16796.41379310345,Winter,0
2019,2,9,1295,0,16796.41379310345,Winter,0
2019,2,10,708,0,16796.41379310345,Winter,0
2019,2,11,754,0,16796.41379310345,Winter,0
2019,2,12,736,0,16796.41379310345,Winter,0
2019,2,13,725,0,16796.41379310345,Winter,0
2019,2,14,782,0,16796.41379310345,Winter,0
2019,2,15,963,0,16796.41379310345,Winter,0
2019,2,16,1386,0,16796.41379310345,Winter,0
2019,2,17,957,0,16796.41379310345,Winter,0
2019,2,18,820,0,16796.41379310345,Winter,0
2019,2,19,965,0,16796.41379310345,Winter,0
2019,2,20,986,0,16796.41379310345,Winter,0
2019,2,21,884,0,16796.41379310345,Winter,0
2019,2,22,1072,0,16796.41379310345,Winter,0
2019,2,23,1306,0,16796.41379310345,Winter,0
2019,2,24,996,0,16796.41379310345,Winter,0
2019,2,25,846,0,16796.41379310345,Winter,0
2019,2,26,831,0,16796.41379310345,Winter,0
2019,2,27,895,0,16796.41379310345,Winter,0
2019,2,28,900,0,16796.41379310345,Winter,0
2019,3,1,1157,0,20525.322580645163,Winter,0
2019,3,2,1647,0,20525.322580645163,Winter,0
2019,3,3,1177,0,20525.322580645163,Winter,0
2019,3,4,1524,0,20525.322580645163,Winter,0
2019,3,5,966,0,20525.322580645163,Winter,0
2019,3,6,840,0,20525.322580645163,Winter,0
2019,3,7,675,0,20525.322580645163,Winter,0
2019,3,8,1142,0,20525.322580645163,Winter,0
2019,3,9,1483,0,20525.322580645163,Winter,0
2019,3,10,1038,0,20525.322580645163,Winter,0
2019,3,11,776,0,20525.322580645163,Winter,0
2019,3,12,645,0,20525.322580645163,Winter,0
2019,3,13,737,0,20525.322580645163,Winter,0
2019,3,14,686,0,20525.322580645163,Winter,0
2019,3,15,787,0,20525.322580645163,Winter,0
2019,3,16,1151,0,20525.322580645163,Winter,0
2019,3,17,786,0,20525.322580645163,Winter,0
2019,3,18,758,0,20525.322580645163,Winter,0
2019,3,19,618,0,20525.322580645163,Winter,0
2019,3,20,546,0,20525.322580645163,Spring,0
2019,3,21,792,0,20525.322580645163,Spring,0
2019,3,22,723,0,20525.322580645163,Spring,0
2019,3,23,1171,0,20525.322580645163,Spring,0
2019,3,24,716,0,20525.322580645163,Spring,0
2019,3,25,677,0,20525.322580645163,Spring,0
2019,3,26,602,0,20525.322580645163,Spring,0
2019,3,27,592,0,20525.322580645163,Spring,0
2019,3,28,771,0,20525.322580645163,Spring,0
2019,3,29,927,0,20525.322580645163,Spring,0
2019,3,30,1050,0,20525.322580645163,Spring,0
2019,3,31,900,0,20525.322580645163,Spring,0
2019,4,1,810,0,23264.166666666668,Spring,0
2019,4,2,766,0,23264.166666666668,Spring,0
2019,4,3,819,0,23264.166666666668,Spring,0
2019,4,4,721,0,23264.166666666668,Spring,0
2019,4,5,875,0,23264.166666666668,Spring,0
2019,4,6,1196,0,23264.166666666668,Spring,0
2019,4,7,734,0,23264.166666666668,Spring,0
2019,4,8,1152,0,23264.166666666668,Spring,0
2019,4,9,1188,0,23264.166666666668,Spring,0
2019,4,10,1168,0,23264.166666666668,Spring,0
2019,4,11,1169,0,23264.166666666668,Spring,0
2019,4,12,1201,0,23264.166666666668,Spring,0
2019,4,13,1630,0,23264.166666666668,Spring,0
2019,4,14,1112,0,23264.166666666668,Spring,1
2019,4,15,1632,0,23264.166666666668,Spring,1
2019,4,16,1592,0,23264.166666666668,Spring,1
2019,4,17,1487,0,23264.166666666668,Spring,1
2019,4,21,1323,0,23264.166666666668,Spring,0
2019,4,22,1533,0,23264.166666666668,Spring,0
2019,4,23,1549,0,23264.166666666668,Spring,0
2019,4,24,999,0,23264.166666666668,Spring,0
2019,4,25,1527,0,23264.166666666668,Spring,0
2019,4,26,1397,0,23264.166666666668,Spring,0
2019,4,27,1286,0,23264.166666666668,Spring,0
2019,4,28,849,0,23264.166666666668,Spring,0
2019,4,29,1089,0,23264.166666666668,Spring,0
2019,4,30,1086,0,23264.166666666668,Spring,0
2019,5,1,1536,0,25442.548387096773,Spring,0
2019,5,2,1082,0,25442.548387096773,Spring,0
2019,5,3,1141,0,25442.548387096773,Spring,0
2019,5,4,1370,0,25442.548387096773,Spring,0
2019,5,5,1030,0,25442.548387096773,Spring,0
2019,5,6,927,0,25442.548387096773,Spring,0
2019,5,7,814,0,25442.548387096773,Spring,0
2019,5,8,646,0,25442.548387096773,Spring,0
2019,5,9,842,0,25442.548387096773,Spring,0
2019,5,10,908,0,25442.548387096773,Spring,0
2019,5,11,1093,0,25442.548387096773,Spring,0
2019,5,12,633,0,25442.548387096773,Spring,0
2019,5,13,629,0,25442.548387096773,Spring,0
2019,5,14,711,0,25442.548387096773,Spring,0
2019,5,15,636,0,25442.548387096773,Spring,0
2019,5,16,800,0,25442.548387096773,Spring,0
2019,5,17,911,0,25442.548387096773,Spring,0
2019,5,18,1136,0,25442.548387096773,Spring,0
2019,5,19,1143,0,25442.548387096773,Spring,0
2019,5,20,991,0,25442.548387096773,Spring,0
2019,5,21,773,0,25442.548387096773,Spring,0
2019,5,22,733,0,25442.548387096773,Spring,0
2019,5,23,796,0,25442.548387096773,Spring,0
2019,5,24,1056,0,25442.548387096773,Spring,0
2019,5,25,997,0,25442.548387096773,Spring,0
2019,5,26,839,0,25442.548387096773,Spring,0
2019,5,27,847,0,25442.548387096773,Spring,0
2019,5,28,931,0,25442.548387096773,Spring,0
2019,5,29,776,0,25442.548387096773,Spring,0
2019,5,30,959,0,25442.548387096773,Spring,0
2019,5,31,1043,0,25442.548387096773,Spring,0
2019,6,1,1153,0,25937.166666666668,Spring,0
2019,6,2,880,0,25937.166666666668,Spring,0
2019,6,3,986,0,25937.166666666668,Spring,0
2019,6,4,988,0,25937.166666666668,Spring,0
2019,6,5,912,0,25937.166666666668,Spring,1
2019,6,6,828,0,25937.166666666668,Spring,1
2019,6,7,1077,0,25937.166666666668,Spring,1
2019,6,8,1351,0,25937.166666666668,Spring,1
2019,6,9,1122,0,25937.166666666668,Spring,1
2019,6,10,1315,0,25937.166666666668,Spring,1
2019,6,11,1218,0,25937.166666666668,Spring,1
2019,6,12,1007,0,25937.166666666668,Spring,1
2019,6,13,1227,0,25937.166666666668,Spring,1
2019,6,14,1227,0,25937.166666666668,Spring,1
2019,6,15,1441,0,25937.166666666668,Spring,1
2019,6,16,980,0,25937.166666666668,Spring,1
2019,6,17,1174,0,25937.166666666668,Spring,1
2019,6,18,1153,0,25937.166666666668,Spring,1
2019,6,19,1025,0,25937.166666666668,Spring,1
2019,6,20,1427,0,25937.166666666668,Spring,1
2019,6,21,1244,0,25937.166666666668,Summer,1
2019,6,22,1191,0,25937.166666666668,Summer,1
2019,6,23,1064,0,25937.166666666668,Summer,1
2019,6,24,1201,0,25937.166666666668,Summer,1
2019,6,25,1109,0,25937.166666666668,Summer,1
2019,6,26,1144,0,25937.166666666668,Summer,1
2019,6,27,1191,0,25937.166666666668,Summer,1
2019,6,28,1090,0,25937.166666666668,Summer,1
2019,6,29,1297,0,25937.166666666668,Summer,1
2019,6,30,1179,0,25937.166666666668,Summer,1
2019,7,1,1450,0,25258.032258064515,Summer,1
2019,7,2,1543,0,25258.032258064515,Summer,1
2019,7,3,1604,0,25258.032258064515,Summer,1
2019,7,4,1612,0,25258.032258064515,Summer,0
2019,7,5,1556,0,25258.032258064515,Summer,0
2019,7,7,1502,0,25258.032258064515,Summer,0
2019,7,8,1619,0,25258.032258064515,Summer,0
2019,7,9,1656,0,25258.032258064515,Summer,0
2019,7,10,1567,0,25258.032258064515,Summer,0
2019,7,11,1250,0,25258.032258064515,Summer,0
2019,7,14,1534,0,25258.032258064515,Summer,0
2019,7,15,1754,0,25258.032258064515,Summer,0
2019,7,18,1508,0,25258.032258064515,Summer,0
2019,7,19,1689,0,25258.032258064515,Summer,0
2019,7,20,1477,0,25258.032258064515,Summer,0
2019,7,21,1255,0,25258.032258064515,Summer,0
2019,7,22,1615,0,25258.032258064515,Summer,0
2019,7,23,1589,0,25258.032258064515,Summer,0
2019,7,24,1476,0,25258.032258064515,Summer,0
2019,7,28,1251,0,25258.032258064515,Summer,0
2019,8,4,1739,0,26868.58064516129,Summer,0
2019,8,25,1600,0,26868.58064516129,Summer,0
2019,8,27,1724,0,26868.58064516129,Summer,0
2019,8,29,1349,0,26868.58064516129,Summer,0
2019,8,30,1503,0,26868.58064516129,Summer,0
2019,8,31,1669,0,26868.58064516129,Summer,0
2019,9,1,1087,0,26821.433333333334,Summer,0
2019,9,2,1580,0,26821.433333333334,Summer,0
2019,9,3,1419,0,26821.433333333334,Summer,0
2019,9,4,1410,0,26821.433333333334,Summer,0
2019,9,5,1434,0,26821.433333333334,Summer,0
2019,9,6,1243,0,26821.433333333334,Summer,0
2019,9,7,1404,0,26821.433333333334,Summer,0
2019,9,8,982,0,26821.433333333334,Summer,0
2019,9,9,1431,0,26821.433333333334,Summer,0
2019,9,10,1603,0,26821.433333333334,Summer,0
2019,9,11,1118,0,26821.433333333334,Summer,0
2019,9,12,943,0,26821.433333333334,Summer,0
2019,9,13,1209,0,26821.433333333334,Summer,0
2019,9,14,1193,0,26821.433333333334,Summer,0
2019,9,15,944,0,26821.433333333334,Summer,0
2019,9,16,1240,0,26821.433333333334,Summer,0
2019,9,17,1140,0,26821.433333333334,Summer,0
2019,9,18,1224,0,26821.433333333334,Summer,0
2019,9,19,1180,0,26821.433333333334,Summer,0
2019,9,20,1292,0,26821.433333333334,Summer,0
2019,9,21,1084,0,26821.433333333334,Summer,0
2019,9,22,1215,0,26821.433333333334,Autumn,0
2019,9,23,1202,0,26821.433333333334,Autumn,0
2019,9,24,1184,0,26821.433333333334,Autumn,0
2019,9,25,1002,0,26821.433333333334,Autumn,0
2019,9,26,1100,0,26821.433333333334,Autumn,0
2019,9,27,1187,0,26821.433333333334,Autumn,0
2019,9,28,1447,0,26821.433333333334,Autumn,0
2019,9,29,1038,0,26821.433333333334,Autumn,0
2019,9,30,1100,0,26821.433333333334,Autumn,0
2019,10,1,942,0,25032.225806451614,Autumn,0
2019,10,2,884,0,25032.225806451614,Autumn,0
2019,10,3,825,0,25032.225806451614,Autumn,0
2019,10,4,1327,0,25032.225806451614,Autumn,0
2019,10,6,1271,0,25032.225806451614,Autumn,0
2019,10,7,1009,0,25032.225806451614,Autumn,0
2019,10,8,890,0,25032.225806451614,Autumn,0
2019,10,9,1135,0,25032.225806451614,Autumn,0
2019,10,10,814,0,25032.225806451614,Autumn,0
2019,10,11,1103,0,25032.225806451614,Autumn,0
